word,level,meaning,field,example_index,situation,ko,current_tl,reason
군비통제,6,軍備管理,examples.tl,1,国際安全保障講座,"군비통제는 국가 간 협상을 통해 무기의 종류, 수량, 배치를 제한하는 국제적 합의를 의미한다.","군비통제는 국가 간 협상을 통해 무기의 종류, 수량, 배치를 제한하는 국제적 합의를 의미한다.",same_as_korean
군비통제,6,軍備管理,examples.tl,10,学術シンポジウム,미중 전략 경쟁의 심화 속에서 새로운 군비통제 프레임워크의 필요성이 대두되고 있다.,미중 전략 경쟁의 심화 속에서 새로운 군비통제 프레임워크의 필요성이 대두되고 있다.,same_as_korean
군비통제,6,軍備管理,examples.tl,2,冷戦史講義,SALT와 START 협정은 냉전 시기 미소 간 핵전략 군비통제의 대표적 사례이다.,SALT와 START 협정은 냉전 시기 미소 간 핵전략 군비통제의 대표적 사례이다.,same_as_korean
군비통제,6,軍備管理,examples.tl,3,セキュリティ研究の論文,군비통제는 군사 경쟁의 악순환을 완화하고 상호 신뢰 구축을 위한 중요한 외교적 수단이다.,군비통제는 군사 경쟁의 악순환을 완화하고 상호 신뢰 구축을 위한 중요한 외교적 수단이다.,same_as_korean
군비통제,6,軍備管理,examples.tl,4,外交フォーラム,INF 조약의 붕괴는 유럽에서 군비통제 체제의 심각한 후퇴를 의미하며 안보 불안을 고조시킨다.,INF 조약의 붕괴는 유럽에서 군비통제 체제의 심각한 후퇴를 의미하며 안보 불안을 고조시킨다.,same_as_korean
군비통제,6,軍備管理,examples.tl,5,学術論文,군비통제의 효과는 검증 메커니즘의 신뢰성과 위반 시 제재의 강도에 크게 의존한다.,군비통제의 효과는 검증 메커니즘의 신뢰성과 위반 시 제재의 강도에 크게 의존한다.,same_as_korean
군비통제,6,軍備管理,examples.tl,6,セキュリティ分析,사이버 무기와 자율무기 체계에 대한 군비통제 논의는 기술적 복잡성으로 인해 진전이 더디다.,사이버 무기와 자율무기 체계에 대한 군비통제 논의는 기술적 복잡성으로 인해 진전이 더디다.,same_as_korean
군비통제,6,軍備管理,examples.tl,7,国際法講義,화학무기협약(CWC)과 생물무기협약(BWC)은 특정 무기 범주에 대한 포괄적 군비통제의 성공 사례이다.,화학무기협약(CWC)과 생물무기협약(BWC)은 특정 무기 범주에 대한 포괄적 군비통제의 성공 사례이다.,same_as_korean
군비통제,6,軍備管理,examples.tl,8,政策研究所報告書,군비통제는 완전한 군축과 달리 일정 수준의 군비 유지를 허용하면서 안보 딜레마를 관리하는 실용적 접근이다.,군비통제는 완전한 군축과 달리 일정 수준의 군비 유지를 허용하면서 안보 딜레마를 관리하는 실용적 접근이다.,same_as_korean
군비통제,6,軍備管理,examples.tl,9,歴史学講義,헬싱키 협정은 군비통제와 인권 등을 연계한 포괄적 안보 외교의 선구적 사례로 평가된다.,헬싱키 협정은 군비통제와 인권 등을 연계한 포괄적 안보 외교의 선구적 사례로 평가된다.,same_as_korean
권위주의,6,権威主義,example_tl,,概念定義,권위주의는 강력한 중앙 권력이 시민의 자유를 제한하는 정치 체제이다.,권위주의는 강력한 중앙 권력이 시민의 자유를 제한하는 정치 체제이다.,same_as_korean
권위주의,6,権威主義,examples.tl,1,概念定義,권위주의는 강력한 중앙 권력이 시민의 자유를 제한하는 정치 체제이다.,권위주의는 강력한 중앙 권력이 시민의 자유를 제한하는 정치 체제이다.,same_as_korean
권위주의,6,権威主義,examples.tl,10,研究動向,권위주의의 내구성과 취약성에 관한 연구가 활발히 진행되고 있다.,권위주의의 내구성과 취약성에 관한 연구가 활발히 진행되고 있다.,same_as_korean
권위주의,6,権威主義,examples.tl,2,全体主義との比較,권위주의는 전체주의와 달리 사생활 영역에 완전히 침투하지는 않는다.,권위주의는 전체주의와 달리 사생활 영역에 완전히 침투하지는 않는다.,same_as_korean
권위주의,6,権威主義,examples.tl,3,歴史的な事例,20세기에 많은 국가에서 권위주의 체제가 등장했다가 붕괴했다.,20세기에 많은 국가에서 권위주의 체제가 등장했다가 붕괴했다.,same_as_korean
권위주의,6,権威主義,examples.tl,4,民主主義への移行,권위주의 체제에서 민주주의로의 이행은 복잡한 과정을 거친다.,권위주의 체제에서 민주주의로의 이행은 복잡한 과정을 거친다.,same_as_korean
권위주의,6,権威主義,examples.tl,5,現代的なフォルム,현대의 선거 권위주의는 선거를 실시하지만 경쟁을 제한한다.,현대의 선거 권위주의는 선거를 실시하지만 경쟁을 제한한다.,same_as_korean
권위주의,6,権威主義,examples.tl,6,経済関係,일부에서는 권위주의가 경제 성장에 유리하다는 주장도 있다.,일부에서는 권위주의가 경제 성장에 유리하다는 주장도 있다.,same_as_korean
권위주의,6,権威主義,examples.tl,7,政治学の授業,린스의 권위주의 개념 정의는 비교 정치학의 고전이 되었다.,린스의 권위주의 개념 정의는 비교 정치학의 고전이 되었다.,same_as_korean
권위주의,6,権威主義,examples.tl,8,人権問題,권위주의 체제에서 인권 침해와 언론 탄압이 빈번하게 발생한다.,권위주의 체제에서 인권 침해와 언론 탄압이 빈번하게 발생한다.,same_as_korean
권위주의,6,権威主義,examples.tl,9,国際関係,권위주의 국가들의 증가는 자유주의 국제 질서에 도전이 되고 있다.,권위주의 국가들의 증가는 자유주의 국제 질서에 도전이 되고 있다.,same_as_korean
귀결,6,結果、論理的含意,example_tl,,ロジッククラスで,전제들이 참이라면 그 귀결인 결론도 반드시 참이어야 하는 것이 타당한 연역 논증의 조건이다.,전제들이 참이라면 그 귀결인 결론도 반드시 참이어야 하는 것이 타당한 연역 논증의 조건이다.,same_as_korean
귀결,6,結果、論理的含意,examples.tl,1,ロジッククラスで,전제들이 참이라면 그 귀결인 결론도 반드시 참이어야 하는 것이 타당한 연역 논증의 조건이다.,전제들이 참이라면 그 귀결인 결론도 반드시 참이어야 하는 것이 타당한 연역 논증의 조건이다.,same_as_korean
귀결,6,結果、論理的含意,examples.tl,10,認識論の授業で,회의론적 귀결을 피하기 위해 칸트는 경험 가능성의 조건을 선험적으로 탐구하는 비판적 전환을 단행하였다.,회의론적 귀결을 피하기 위해 칸트는 경험 가능성의 조건을 선험적으로 탐구하는 비판적 전환을 단행하였다.,same_as_korean
귀결,6,結果、論理的含意,examples.tl,2,哲学の議論の中で,공리들의 귀결을 끝까지 추적하면 직관에 반하는 역설적 결론에 도달할 수도 있다.,공리들의 귀결을 끝까지 추적하면 직관에 반하는 역설적 결론에 도달할 수도 있다.,same_as_korean
귀결,6,結果、論理的含意,examples.tl,3,社会理論の講義では,마르크스는 자본주의적 생산관계의 필연적 귀결로 계급 간 착취와 소외를 분석하였다.,마르크스는 자본주의적 생산관계의 필연적 귀결로 계급 간 착취와 소외를 분석하였다.,same_as_korean
귀결,6,結果、論理的含意,examples.tl,4,倫理セミナーで,"공리주의는 행위의 도덕성을 의도가 아닌 귀결, 즉 결과적 공리의 극대화로 평가한다.","공리주의는 행위의 도덕성을 의도가 아닌 귀결, 즉 결과적 공리의 극대화로 평가한다.",same_as_korean
귀결,6,結果、論理的含意,examples.tl,5,法律論文レビュー,위헌 결정의 법적 귀결은 해당 법률의 효력 상실과 더불어 관련 사건의 재심 가능성을 수반한다.,위헌 결정의 법적 귀결은 해당 법률의 효력 상실과 더불어 관련 사건의 재심 가능성을 수반한다.,same_as_korean
귀결,6,結果、論理的含意,examples.tl,6,経済学会,자유무역의 귀결로서 비교우위론은 모든 참여국의 후생 증대를 이론적으로 예측한다.,자유무역의 귀결로서 비교우위론은 모든 참여국의 후생 증대를 이론적으로 예측한다.,same_as_korean
귀결,6,結果、論理的含意,examples.tl,7,環境哲学講座では,인간 중심주의적 세계관의 귀결은 자연을 단순한 수단으로 도구화함으로써 생태 위기를 초래한다.,인간 중심주의적 세계관의 귀결은 자연을 단순한 수단으로 도구화함으로써 생태 위기를 초래한다.,same_as_korean
귀결,6,結果、論理的含意,examples.tl,8,歴史哲学の論文で,헤겔의 변증법에 따르면 모순의 귀결은 지양을 통해 보다 높은 종합의 단계로 이행된다.,헤겔의 변증법에 따르면 모순의 귀결은 지양을 통해 보다 높은 종합의 단계로 이행된다.,same_as_korean
귀결,6,結果、論理的含意,examples.tl,9,政治哲学の講義で,사회계약론의 귀결로서 국가 권력은 시민의 동의로부터 정당성을 부여받는다.,사회계약론의 귀결로서 국가 권력은 시민의 동의로부터 정당성을 부여받는다.,same_as_korean
귀납적추론,6,帰納的推論。特定の観察や事例から一般原則や理論を導き出すプロセス,example_tl,,論理講義,귀납적추론은 개별 사례의 관찰로부터 일반 법칙을 도출한다는 점에서 연역적추론과 구별된다.,귀납적추론은 개별 사례의 관찰로부터 일반 법칙을 도출한다는 점에서 연역적추론과 구별된다.,same_as_korean
귀납적추론,6,帰納的推論。特定の観察や事例から一般原則や理論を導き出すプロセス,examples.tl,1,論理講義,귀납적추론은 개별 사례의 관찰로부터 일반 법칙을 도출한다는 점에서 연역적추론과 구별된다.,귀납적추론은 개별 사례의 관찰로부터 일반 법칙을 도출한다는 점에서 연역적추론과 구별된다.,same_as_korean
귀납적추론,6,帰納的推論。特定の観察や事例から一般原則や理論を導き出すプロセス,examples.tl,10,学術研究発表会,귀납적추론에 기반한 탐색적 연구는 이론이 미발달된 새로운 분야에서 특히 유용하다.,귀납적추론에 기반한 탐색적 연구는 이론이 미발달된 새로운 분야에서 특히 유용하다.,same_as_korean
귀납적추론,6,帰納的推論。特定の観察や事例から一般原則や理論を導き出すプロセス,examples.tl,2,質的研究手法のクラス,근거이론은 귀납적추론에 기반하여 현장 자료로부터 이론을 체계적으로 생성하는 방법론이다.,근거이론은 귀납적추론에 기반하여 현장 자료로부터 이론을 체계적으로 생성하는 방법론이다.,same_as_korean
귀납적추론,6,帰納的推論。特定の観察や事例から一般原則や理論を導き出すプロセス,examples.tl,3,社会科学哲学セミナー,흄은 귀납적추론의 논리적 정당화 문제를 제기함으로써 경험론 철학의 근본적 한계를 드러냈다.,흄은 귀납적추론의 논리적 정당화 문제를 제기함으로써 경험론 철학의 근본적 한계를 드러냈다.,same_as_korean
